"MOSCHOVAKIS","MATH 114C","Crs Readers Recursion And Computation","Moschovakis","https://coverimages.verbacompete.com/no_image.jpg","9789891809763","160673"
"LARSON","POLSCI 126","Force & Statecraft","Lauren","https://coverimages.verbacompete.com/828b887a-2d9e-55bd-89f0-0a1fffdbd0fe.jpg","9780195395464","166222"
"LARSON","POLSCI 126","Long Fuse","Lafore","https://coverimages.verbacompete.com/52aabede-5e5e-58ce-9b5f-a34cfb22ac29.jpg","9780881339543","166222"
"LARSON","POLSCI 126","Security Dilemma","Booth","https://coverimages.verbacompete.com/f9ed7da1-8ad1-5667-8529-ee8015697e48.jpg","9780333587454","166222"
"JAMES","POLSCI 140B","Overreach","Edwards","https://coverimages.verbacompete.com/d6b2284e-f998-5d3e-90f0-1073549941e0.jpg","9780691163314","166224"
"JAMES","POLSCI 140B","Politics Presidents Make ","Skowronek","https://coverimages.verbacompete.com/af43e108-de8e-5178-9b0b-825e318380c8.jpg","9780674689374","166224"
"JAMES","POLSCI 140B","Presidency & Political System","Nelson","https://coverimages.verbacompete.com/8ed3df71-7e6a-54e0-b6b0-0cfb4c8c4b30.jpg","9781452240435","166224"
"JAMES","POLSCI 140B","Rhetorical Presidency","Tulis","https://coverimages.verbacompete.com/cd98b0f0-3a0d-5560-983e-c6fbb8d663cf.jpg","9780691022956","166224"
"JAMES","POLSCI 140B","Rise Of Presidents Permanent Campaign","Doherty","https://coverimages.verbacompete.com/f4a2c3ec-3942-545d-b820-a18e3855eeee.jpg","9780700618606","166224"
"LEBOW","POLSCI 145C","Constitutional Law For A Changing America ","Epstein","https://coverimages.verbacompete.com/0e1a2d62-72f6-5a05-aed6-60f3f4f5c153.jpg","9781483384016","166227"
"LEBOW","POLSCI 145C","Crs Civil Rights And Civil Liberties - Part 1","Lebow","https://coverimages.verbacompete.com/no_image.jpg","9788891790224","166227"
"LEBOW","POLSCI 145C","Make No Law","Lewis","https://coverimages.verbacompete.com/01b7f85c-4677-52a3-ae7b-e164746673d6.jpg","9780679739395","166227"
"ANDERSON","POLSCI 163B","Determinants Of Democratization","Teorell","https://coverimages.verbacompete.com/827d71d8-b3e9-5333-8e33-e6e271a6d173.jpg","9780521139687","166230"
"ANDERSON","POLSCI 163B","Discourse Dictators & Democrats","Anderson","https://coverimages.verbacompete.com/no_image.jpg","9781138247345","166230"
"ANDERSON","POLSCI 163B","Short History Of Colonialism","Reinhard","https://coverimages.verbacompete.com/5736c8b2-bca5-5989-8331-04ab495690fa.jpg","9780719083280","166230"
"BORDENKIRCHER","POLSCI 165","Islamic Exceptionalism","Hamid","https://coverimages.verbacompete.com/54a178d6-77fe-5d59-99fa-d1908cf6feaa.jpg","9781250061010","166231"
"GOLDEN","POLSCI 167D","Economic Growth","Weil","https://coverimages.verbacompete.com/5976ef4c-d583-582c-814d-51134b3edeae.jpg","9780321795731","166232"
"GOLDEN","POLSCI 167D","Economic Growth (Student Value Ed)","Weil","https://coverimages.verbacompete.com/no_image.jpg","9781256606352","166232"
"ROGOWSKI","POLSCI 169","Origins Of Totalitarianism","Arendt","https://coverimages.verbacompete.com/53474aa1-fde1-531b-a2c4-8203e16f5672.jpg","9780156701532","166233"
"ROGOWSKI","POLSCI 169","Wages Of Destruction","Tooze","https://coverimages.verbacompete.com/7e97bffa-eaa8-5b7b-bf70-669cbfa12dbb.jpg","9780143113201","166233"
"BARRETO","POLSCI 181B","Hispanics & U.S.Political Systems","Garcia","https://coverimages.verbacompete.com/54c6b6a6-ad96-5aed-b367-13a328caa0a4.jpg","9780130615008","166238"
"BARRETO","POLSCI 181B","Latino America","Barreto","https://coverimages.verbacompete.com/9acd2b43-6c85-5299-82a3-48a3622b4fdf.jpg","9781610395014","166238"
"ANDERSON","POLSCI 191C","Discourse Dictators & Democrats","Anderson","https://coverimages.verbacompete.com/no_image.jpg","9781138247345","166245"
"ANDERSON","POLSCI 191C","Language Of Democracy","Robertson","https://coverimages.verbacompete.com/269e390b-a30d-51fd-b647-968319dbb042.jpg","9780813923444","166245"
"ANDERSON","POLSCI 191C","Moral Politics","Lakoff","https://coverimages.verbacompete.com/a0e32de8-fce5-5b97-903e-5680ce6a8f21.jpg","9780226411293","166245"
"ANDERSON","POLSCI 191C","Rhetorical Presidency","Tulis","https://coverimages.verbacompete.com/cd98b0f0-3a0d-5560-983e-c6fbb8d663cf.jpg","9780691022956","166245"
"ANDERSON","POLSCI 191C","Right To Vote (Rev) ","Keyssar","https://coverimages.verbacompete.com/78aa07a8-a2a1-53ba-84e2-d56778fbab18.jpg","9780465005024","166245"
"NABULSI","POLSCI 191D","Crs Israel's Conflicts Of Identities And Its Society's Identity Conflicts","Nabulsi","https://coverimages.verbacompete.com/no_image.jpg","9788891790132","166248"
"TRAGER","POLSCI 20","World Politics","Frieden","https://coverimages.verbacompete.com/9e2ecfe8-5eaf-50be-95f7-0e70ea113e84.jpg","9780393938098","166250"
"BAWN","POLSCI 30","Games Of Strategy","Dixit","https://coverimages.verbacompete.com/7b5715a6-c763-5c39-bbf9-a42d3f235f60.jpg","9780393124446","166262"
"SPIEGEL","POLSCI M132B","History Of Arab Israeli Conflict","Bickerton","https://coverimages.verbacompete.com/1aa8f746-9810-5e10-8530-c6255d9fc092.jpg","9780205968138","166284"
"SPIEGEL","POLSCI M132B","Other Arab-Israeli Conflict","Spiegel","https://coverimages.verbacompete.com/0e6f8391-28cc-5498-b256-0b99805798fc.jpg","9780226769622","166284"
"SPIEGEL","POLSCI M132B","Peace Puzzle ","Kurtzer","https://coverimages.verbacompete.com/5a1f8158-c835-5918-8792-f9e653d27647.jpg","9780801451478","166284"
"GREENE","POLSCI M141A","Introduction To Political Psychology","Cottam","https://coverimages.verbacompete.com/42d66f60-551a-571f-a8ea-481ad34facaf.jpg","9781848726727","166285"
"SEARS","POLSCI M261A","American Grace","Putnam","https://coverimages.verbacompete.com/a3a6dc43-72c7-5810-9bb0-0f6be721f324.jpg","9781416566731","166288"
"SEARS","POLSCI M261A","Democracy For Realists","Achen","https://coverimages.verbacompete.com/39088628-0d30-52e3-aa60-13310799c26d.jpg","9780691169446","166288"
"SEARS","POLSCI M261A","Post - Racial Or Most - Racial?","Tesler","https://coverimages.verbacompete.com/e4719e42-4f38-5fba-b80d-62b1b038e16c.jpg","9780226353012","166288"
"SEARS","POLSCI M261A","Racial Realignment","Schickler","https://coverimages.verbacompete.com/3155e258-5cc6-54a8-af51-cb55c160c834.jpg","9780691153889","166288"
"SEARS","POLSCI M261A","Oxford Hdbk Of Political Psychology","Sears","https://coverimages.verbacompete.com/de58d269-51b3-514d-ae98-810b55c2e15f.jpg","9780199760107","166288"
"SEARS","POLSCI M261A","Politics Of Resentment","Cramer","https://coverimages.verbacompete.com/5487042c-f8ca-5be1-979f-2be0ef23df1e.jpg","9780226349114","166288"
"SEARS","POLSCI M261A","Strangers In Their Own Land","Hochschild","https://coverimages.verbacompete.com/508d818a-3074-55c6-bb76-7dc6ef954de8.jpg","9781620972250","166288"
"HOTT","PORTGSE 11B","Ponto De Encontro W/My Portugueselab (Custom) Access","Klobucka","https://coverimages.verbacompete.com/no_image.jpg","9781269995542","166291"
"MEDRADO","PORTGSE 11B","Ponto De Encontro W/My Portugueselab (Custom) Access","Klobucka","https://coverimages.verbacompete.com/no_image.jpg","9781269995542","166292"
"CORDEIRO DA SILVA","PORTGSE 27","Mapeando A Lingua Portuguesa Atraves Das Artes (Corrected Ed)","Sobral","https://coverimages.verbacompete.com/f7e182f3-a408-54c6-b0a9-db99594ab440.jpg","9781585107629","166296"
"BURT","PORTGSE 3","Ponto De Encontro W/My Portugueselab (Custom) Access","Klobucka","https://coverimages.verbacompete.com/no_image.jpg","9781269995542","166298"
"SMURDA","PSYCH 10","Psychology In Modules","Myers","https://coverimages.verbacompete.com/0833d53f-eb04-5ad6-93c5-8bc4ef057e83.jpg","9781464167522","166300"
"SMURDA","PSYCH 10","Psychology In Modules (Loose-Leaf)","Myers","https://coverimages.verbacompete.com/no_image.jpg","9781319120344","166300"
"WALKER","PSYCH 10","Psychology In Modules","Myers","https://coverimages.verbacompete.com/0833d53f-eb04-5ad6-93c5-8bc4ef057e83.jpg","9781464167522","166301"
"WALKER","PSYCH 10","Psychology In Modules (Loose-Leaf)","Myers","https://coverimages.verbacompete.com/no_image.jpg","9781319120344","166301"
"ANKOWSKI","PSYCH 100B","Crs Workbook For Research Methods","Bjork","https://coverimages.verbacompete.com/no_image.jpg","9789891808940","166304"
"ANKOWSKI","PSYCH 100B","Methods In Behavioral Research","Cozby","https://coverimages.verbacompete.com/74798c72-3ee8-5f3f-a991-1a93833f11e1.jpg","9780077861896","166304"
"ANKOWSKI","PSYCH 100B","Methods In Behavioral Research (Loose-Leaf)","Cozby","https://coverimages.verbacompete.com/edbb5f27-b467-56fd-9904-b0db22683a3f.jpg","9781259182433","166304"
"ANKOWSKI","PSYCH 100B","Publication Manual Apa","Apa","https://coverimages.verbacompete.com/f7ea6cd7-460d-5876-8f0b-70a59d984da7.jpg","9781433805615","166304"
"MCAULIFFE","PSYCH 101","Crs General Psychology Laboratory","Mcauliffe","https://coverimages.verbacompete.com/no_image.jpg","9788891795960","166321"
"BLAISDELL","PSYCH 110","Principles Learning & Behavior","Domjan","https://coverimages.verbacompete.com/463aeb6e-545b-5b30-bda9-31a9ee1f44d5.jpg","9781285088563","166324"
"BLAIR","PSYCH 115","Behavioral Neural Science (Loose-Leaf)","Breedlove","https://coverimages.verbacompete.com/no_image.jpg","9781605356426","166338"
"BLAIR","PSYCH 115","Behavioral Neural Science","Breedlove","https://coverimages.verbacompete.com/8dda56b5-e601-50cc-a467-65dd8016a8e3.jpg","9781605354187","166338"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166353"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","166353"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166353"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166355"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","166355"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166355"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166357"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","166357"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166357"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166359"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","166359"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166359"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166361"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","166361"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166361"
"COX","PSYCH 118","Principles Animal Behavior","Dugatkin","https://coverimages.verbacompete.com/25cc219d-5606-5dfb-9f9f-2c63142896bf.jpg","9780393920451","166365"
"COX","PSYCH 118","Principles Animal Behavior (Loose-Leaf)","Dugatkin","https://coverimages.verbacompete.com/no_image.jpg","9780393123562","166365"
"DANAN","PSYCH 120A","Cognition ","Reisberg","https://coverimages.verbacompete.com/e552def1-19ee-5088-8c03-f5d78f1d23c0.jpg","9780393293289","166368"
"DANAN","PSYCH 120A","Cognition (Loose-Leaf) W/ Zaps 2.0 Access Crd","Reisberg","https://coverimages.verbacompete.com/no_image.jpg","9780393293173","166368"
"SHAMS","PSYCH 120B","Sensation & Perception","Wolfe","https://coverimages.verbacompete.com/bc3967b6-6dd3-50bf-a899-990fe61d3298.jpg","9781605352114","166381"
"SHAMS","PSYCH 120B","Sensation & Perception (Loose-Leaf)","Wolfe","https://coverimages.verbacompete.com/889e89ea-3c40-58d7-9bd2-ccfa0ee39877.jpg","9781605353548","166381"
"Chavira","PSYCH 127A","Abnormal Psychology","Butcher","https://coverimages.verbacompete.com/d58ad1c0-47d0-5c38-8e89-ce3bc699d919.jpg","9780133852059","166400"
"Chavira","PSYCH 127A","Abnormal Psychology (Loose-Leaf)","Hooley","https://coverimages.verbacompete.com/557a84ae-7ac8-5d1f-8fe2-59f7766e2aba.jpg","9780134225784","166400"
"TAYLOR","PSYCH 130","Infants Children & Adolescents","Berk","https://coverimages.verbacompete.com/3a36cff9-2506-5ccd-a9bd-a6c8c1ffa2fb.jpg","9780133936735","166401"
"SANDHOFER","PSYCH 131","Publication Manual Apa","Apa","https://coverimages.verbacompete.com/f7ea6cd7-460d-5876-8f0b-70a59d984da7.jpg","9781433805615","166414"
"SANDHOFER","PSYCH 131","Writing Your Journal Article In Twelve Weeks","Belcher","https://coverimages.verbacompete.com/a0776a0b-204d-5758-93e5-648351ff64ff.jpg","9781412957014","166414"
"ADELMAN","PSYCH 132A","Implementation Guide To Student Learning Supports","Adelman","https://coverimages.verbacompete.com/3decbd03-7677-5122-b74b-acaab8eff9b6.jpg","9781412914536","166416"
"ADELMAN","PSYCH 132A","Transforming Student & Learning Supports (Loose-Leaf)","Adelman","https://coverimages.verbacompete.com/a0a12ea9-69c3-570d-bf17-ac2a05e62322.jpg","9781516512775","166416"
"GREENFIELD","PSYCH 133G","Weaving Generations Together","Greenfield","https://coverimages.verbacompete.com/8ef1f1f4-c88b-5bf9-af0b-6738c392f13c.jpg","9780692820162","166418"
"PARKINSON","PSYCH 135","Social Psychology","Gilovich","https://coverimages.verbacompete.com/183c3a3b-a46a-5426-88a7-7d929303f91a.jpg","9780393906073","166433"
"SMURDA","PSYCH 136A","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","166446"
"HUO","PSYCH 136B","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","166447"
"HUO","PSYCH 136B","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","166448"
"KARNEY","PSYCH 137C","Intimate Relationships","Bradbury","https://coverimages.verbacompete.com/a70e8cd0-a233-5cb1-abb5-5d117774d0cc.jpg","9780393920239","166449"
"TOMIYAMA","PSYCH 151","Conducting Research In Psychology","Pelham","https://coverimages.verbacompete.com/98e7f2fa-d244-50a0-a23b-41c9e6a4b58a.jpg","9780495598190","166453"
"TOMIYAMA","PSYCH 151","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","166453"
"GALVAN","PSYCH 161","Crs Behavior And Brain Development","Galvan","https://coverimages.verbacompete.com/no_image.jpg","9789891800654","166454"
"LIU","PSYCH 186C","Elementary Signal Detection Theory","Wickens","https://coverimages.verbacompete.com/65af5a92-e0fb-5f5d-8a9e-ed9be63b74d6.jpg","9780195092509","166456"
"CHAVIRA","PSYCH 189","Taking Sides ","Halgin","https://coverimages.verbacompete.com/b5cfee66-0bed-5087-847f-bd1051075e24.jpg","9781259176746","166462"
"ERLIKHMAN","PSYCH 20A","Matlab For Behavioral Scientists","Rosenbaum","https://coverimages.verbacompete.com/a2456275-c35e-5c9c-806d-4cb75f74dbd4.jpg","9780415535946","166470"
"KRULL","PSYCH 250C","Applied Multiple Regression W/Cd","Cohen","https://coverimages.verbacompete.com/c1dc5e76-1860-5608-99a0-9e929b0fcca6.jpg","9780805822236","166476"
"LEE","PSYCH 270C","Child & Adolescent Psychopathology","Beauchaine","https://coverimages.verbacompete.com/8a9bb186-f464-56e9-bd99-7e5cd1b4389f.jpg","9781118120941","166480"
"LEE","PSYCH 270C","Evidence - Based Psychotherapies For Children & Adol","Weisz","https://coverimages.verbacompete.com/4d7eeaae-6db2-5e6a-ab30-7545227c95eb.jpg","9781593859749","166480"
"LEE","PSYCH 270C","Rethinking Substance Abuse","Miller","https://coverimages.verbacompete.com/067d2d84-d076-5040-9f6f-29776b09bbdc.jpg","9781606236987","166480"
"RISSMAN","PSYCH 85","Cognitive Science","Friedenberg","https://coverimages.verbacompete.com/291f36a2-a16a-5eef-b87b-01978ee1de03.jpg","9781483347417","166487"
"RISSMAN","PSYCH 85","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","166487"
"RISSMAN","PSYCH 85","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166487"
"GLANZMAN","PSYCH M117C","Neuroscience (Loose-Leaf)","Purves","https://coverimages.verbacompete.com/b4b25c8c-5e71-572b-b25b-913d6486871e.jpg","9780878936465","166489"
"ZAIDEL","PSYCH M119L","Crs Human Neuropsychology","Zaidel","https://coverimages.verbacompete.com/no_image.jpg","9789891801118","166498"
"SCHEIN","PSYCH M119N","Sensation & Perception","Wolfe","https://coverimages.verbacompete.com/bc3967b6-6dd3-50bf-a899-990fe61d3298.jpg","9781605352114","166499"
"SCHEIN","PSYCH M119N","Principles Of Neural Design","Sterling","https://coverimages.verbacompete.com/a97ba451-076c-56b7-858d-a34af5136808.jpg","9780262028707","166499"
"SCHEIN","PSYCH M119N","Sensation & Perception (Loose-Leaf)","Wolfe","https://coverimages.verbacompete.com/889e89ea-3c40-58d7-9bd2-ccfa0ee39877.jpg","9781605353548","166499"
"GREENE","PSYCH M138","Introduction To Political Psychology","Cottam","https://coverimages.verbacompete.com/42d66f60-551a-571f-a8ea-481ad34facaf.jpg","9781848726727","166501"
"ELSESSER","PSYCH M165","Psychology Of Gender (Rev)","Helgeson","https://coverimages.verbacompete.com/7eafa9da-3759-5f22-a67e-61858c99a455.jpg","9781138186873","166502"
"EVANS","PSYCH M166","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","166503"
"SEARS","PSYCH M228A","American Grace","Putnam","https://coverimages.verbacompete.com/a3a6dc43-72c7-5810-9bb0-0f6be721f324.jpg","9781416566731","166507"
"SEARS","PSYCH M228A","Democracy For Realists","Achen","https://coverimages.verbacompete.com/39088628-0d30-52e3-aa60-13310799c26d.jpg","9780691169446","166507"
"SEARS","PSYCH M228A","Post - Racial Or Most - Racial?","Tesler","https://coverimages.verbacompete.com/e4719e42-4f38-5fba-b80d-62b1b038e16c.jpg","9780226353012","166507"
"SEARS","PSYCH M228A","Racial Realignment","Schickler","https://coverimages.verbacompete.com/3155e258-5cc6-54a8-af51-cb55c160c834.jpg","9780691153889","166507"
"SEARS","PSYCH M228A","Oxford Hdbk Of Political Psychology","Sears","https://coverimages.verbacompete.com/de58d269-51b3-514d-ae98-810b55c2e15f.jpg","9780199760107","166507"
"SEARS","PSYCH M228A","Politics Of Resentment","Cramer","https://coverimages.verbacompete.com/5487042c-f8ca-5be1-979f-2be0ef23df1e.jpg","9780226349114","166507"
"SEARS","PSYCH M228A","Strangers In Their Own Land","Hochschild","https://coverimages.verbacompete.com/508d818a-3074-55c6-bb76-7dc6ef954de8.jpg","9781620972250","166507"
"SCULL","RELIGN 101","Critical Intro Study Of Religion","Martin","https://coverimages.verbacompete.com/f0deb4ed-6764-5843-a7ad-f84c8630256f.jpg","9781845539924","166521"
"KRAUSS","RELIGN 120","Crs Judaism","Krauss","https://coverimages.verbacompete.com/no_image.jpg","9789891800494","166522"
"KRAUSS","RELIGN 120","Palestinian - Israeli Conflict ","Bunton","https://coverimages.verbacompete.com/3012054b-7739-5cfd-88bc-36b594771280.jpg","9780199603930","166522"
"KRAUSS","RELIGN 120","Worlds Religions","Smith","https://coverimages.verbacompete.com/74ac590b-b333-53a6-9a44-d26a97f09fa1.jpg","9780061660184","166522"
"MULDOON-HULES","RELIGN 150","Bloomsbury Reader In Religion Sexuality & Gender","Biosvert","https://coverimages.verbacompete.com/c21a6718-b1fc-5fe7-9042-83b922aedd8b.jpg","9781474237789","166523"
"WESTBROOK","RELIGN 177","Invitation To Sociology Of Religion","Zuckerman","https://coverimages.verbacompete.com/c6da5ef3-5a7a-5842-81bb-6a9f9b520a75.jpg","9780415941266","166525"
"WESTBROOK","RELIGN 177","New Age Neopagan & New Religious Movements","Urban","https://coverimages.verbacompete.com/09720fd0-5fd7-5cda-8dfb-0296e57196d2.jpg","9780520281189","166525"
"TROCHE","RELIGN M132","Gods & Men In Egypt","Dunand","https://coverimages.verbacompete.com/86f84924-2d9c-5d8a-8141-958a4f798d37.jpg","9780801488535","166527"
"BUSWELL","RELIGN M161C","Currents & Countercurrents ","Buswell","https://coverimages.verbacompete.com/d4d867e3-3d78-5356-b882-d5ab4664215d.jpg","9780824831790","166528"
"BUSWELL","RELIGN M161C","Tracing Back The Radiance","Buswell","https://coverimages.verbacompete.com/320107e9-47d8-5270-9459-b803b5e2cb2a.jpg","9780824814274","166528"
"BUSWELL","RELIGN M161C","Zen Monastic Experience","Buswell","https://coverimages.verbacompete.com/3968e19c-b4c7-5c7e-92d7-f1460eac2495.jpg","9780691034775","166528"
"MULDOON-HULES","RELIGN M60W","Foundations Of Buddhism","Gethin","https://coverimages.verbacompete.com/daf4ffe2-0a2e-5229-85a8-1e71c54aae32.jpg","9780192892232","166531"
"MULDOON-HULES","RELIGN M60W","Heart Of Understanding (Rev)","Hanh","https://coverimages.verbacompete.com/9c4ad75d-6f4a-508b-9cd6-66aedeb1d34e.jpg","9781888375923","166531"
"MULDOON-HULES","RELIGN M60W","Holy Teaching Vimalakirti ","Thurman","https://coverimages.verbacompete.com/d3f64229-88e7-5f90-837d-be7f4361dbfb.jpg","9780271006017","166531"
"MULDOON-HULES","RELIGN M60W","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","166531"
"LEKHT","RUSSN 100C","Ucimsja Pisat Po-Russki ","Kudyma","https://coverimages.verbacompete.com/no_image.jpg","9785865475774","166533"
"KUDYMA","RUSSN 102C","Russian ","Kagan","https://coverimages.verbacompete.com/5bbb4e73-5a9b-50df-ac69-d3afa5dd8b02.jpg","9780415712279","166535"
"KUDYMA","RUSSN 103C","Crs Russian For Native And Near-Native Speakers","Kudyma","https://coverimages.verbacompete.com/no_image.jpg","9788891799975","166536"
"LENHOFF","RUSSN 120","Doctor Zhivago (Trans Pevear)","Pasternak","https://coverimages.verbacompete.com/c23cc5f5-4d32-5b7c-a236-fe3b0ae25b2c.jpg","9780307390950","166537"
"LENHOFF","RUSSN 120","Envy (Tr Schwartz)","Olesha","https://coverimages.verbacompete.com/4816ad2b-a39d-59b3-ac76-9af48d6270fd.jpg","9781590170861","166537"
"LENHOFF","RUSSN 120","Master & Margarita","Bulgakov","https://coverimages.verbacompete.com/f7058b51-f64b-5a03-8ab6-3311b6e94678.jpg","9780141180144","166537"
"TA","RUSSN 3","Beginners Russian W/ Interactive Online Wkbk","Kudyma","https://coverimages.verbacompete.com/1e80904c-de1a-5f05-9bc2-c823edddc404.jpg","9780781812511","166540"
"TA","RUSSN 3","Beginners Russian W/ Interactive Online Wkbk","Kudyma","https://coverimages.verbacompete.com/1e80904c-de1a-5f05-9bc2-c823edddc404.jpg","9780781812511","166541"
"TA","RUSSN 3","Beginners Russian W/ Interactive Online Wkbk","Kudyma","https://coverimages.verbacompete.com/1e80904c-de1a-5f05-9bc2-c823edddc404.jpg","9780781812511","166542"
"TA","RUSSN 3","Beginners Russian W/ Interactive Online Wkbk","Kudyma","https://coverimages.verbacompete.com/1e80904c-de1a-5f05-9bc2-c823edddc404.jpg","9780781812511","166543"
"SHNEYDER","RUSSN 31","Russian Cinema Reader V.1","Salys","https://coverimages.verbacompete.com/1947ca2d-dc4f-5575-a703-74c0305a2f8d.jpg","9781618112125","166544"
"SHNEYDER","RUSSN 31","Short Guide To Writing About Film","Corrigan","https://coverimages.verbacompete.com/fcf4a3db-8eed-5592-b517-669434db2be8.jpg","9780321965240","166544"
"TA","RUSSN 6","V Puti Lab Manual/Wkbk/ W/ Readings","Kagan","https://coverimages.verbacompete.com/074beb61-2ef7-5703-99f1-1d5d1dfc8124.jpg","9780131917606","166545"
"VROON","RUSSN C124D","Brothers Karamazov (Giant Thrift Ed)","Dostoyevsky","https://coverimages.verbacompete.com/2945eaa2-031e-5b05-a8e5-043ba617e737.jpg","9780486437910","166547"
"VROON","RUSSN C124D","Idiot (Tr Garnett)","Dostoyevsky","https://coverimages.verbacompete.com/574f07e1-40a3-5824-bc53-06351ad0bd93.jpg","9780553213522","166547"
"VROON","RUSSN C124D","Possessed","Dostoevsky","https://coverimages.verbacompete.com/7b72464a-eaf3-5c42-9505-d611db82118c.jpg","9781593082505","166547"
"VROON","RUSSN C224D","Brothers Karamazov (Giant Thrift Ed)","Dostoyevsky","https://coverimages.verbacompete.com/2945eaa2-031e-5b05-a8e5-043ba617e737.jpg","9780486437910","166548"
"VROON","RUSSN C224D","Idiot (Tr Garnett)","Dostoyevsky","https://coverimages.verbacompete.com/574f07e1-40a3-5824-bc53-06351ad0bd93.jpg","9780553213522","166548"
"VROON","RUSSN C224D","Possessed","Dostoevsky","https://coverimages.verbacompete.com/7b72464a-eaf3-5c42-9505-d611db82118c.jpg","9781593082505","166548"
"WECKSTROM","SCAND 105C","Rivstart B1/B2 Ovningsbok","Lindemalm","https://coverimages.verbacompete.com/no_image.jpg","9789127434240","166550"
"WECKSTROM","SCAND 105C","Rivstart B1/B2 Textbok","Lindemalm","https://coverimages.verbacompete.com/no_image.jpg","9789127434233","166550"
"KARLSSON","SCAND 3","Rivstart A1+ A2 Textbok","Scherrer","https://coverimages.verbacompete.com/no_image.jpg","9789127434202","166558"
"KARLSSON","SCAND 3","Rivstart A1+A2 Vningsbok (Workbook)","Scherrer","https://coverimages.verbacompete.com/no_image.jpg","9789127434219","166558"
"BALL","SCAND 40","Edda (Tr Faulkes)","Sturluson","https://coverimages.verbacompete.com/ef122d32-368f-5e85-a711-44043387d4d6.jpg","9780460876162","166561"
"BALL","SCAND 40","Kalevala","Lonnrot","https://coverimages.verbacompete.com/eeb96eb5-a67a-5e84-b36c-a3c087c37d47.jpg","9780674500105","166561"
