"LESSIE","GREEK 2","Learn To Read Greek Part 2 Workbook","Keller","https://coverimages.verbacompete.com/9f0a6d9e-0197-5705-9cf3-703a7b496c22.jpg","9780300115925","149779"
"TORRES-GIL","GRNTLGY M104C","Understanding Aging & Diversity L Theories & Concepts","Kolb","https://coverimages.verbacompete.com/45a4c986-3024-552e-944e-af8b3c57c44e.jpg","9780415678810","149781"
"LEVY-STORMS","GRNTLGY M108","Aging Matters","Hooyman","https://coverimages.verbacompete.com/12fed6a5-f455-550f-80a1-05c128c9c302.jpg","9780205727643","149782"
"MORONY","HIST 105B","Age Of The Crusades ","Holt","https://coverimages.verbacompete.com/d26ba9da-caa6-59d5-99e5-7d7f4628c896.jpg","9780582493025","149799"
"MORONY","HIST 105B","Crs Reader","Morony","https://coverimages.verbacompete.com/no_image.jpg","9788891790415","149799"
"MORONY","HIST 105B","Islamic Gundpowder Empires","Streusand","https://coverimages.verbacompete.com/86dbaa72-0eef-5c96-a062-dbb2019acd7e.jpg","9780813313597","149799"
"ASLANIAN","HIST 107C","Armenian People (V2) ","Hovannisian","https://coverimages.verbacompete.com/1dfaa556-a1e3-5eb8-a38f-86998702f633.jpg","9781403964229","149801"
"ASLANIAN","HIST 107C","Armenians","Panossian","https://coverimages.verbacompete.com/7a39d49d-c921-5b0a-b26c-7298bcc26c34.jpg","9780231139267","149801"
"PIRNAZAR","HIST 111C","Comp History Of Jews Of Iran","Levy","https://coverimages.verbacompete.com/2edf5991-9e51-5511-9e0f-aab8eb8cd260.jpg","9781568590868","149803"
"PIRNAZAR","HIST 111C","History Of Iran","Daniels","https://coverimages.verbacompete.com/c37079da-99fe-56be-93f7-37de23d14446.jpg","9780313375095","149803"
"LARSEN","HIST 113B","Greek Lives","Plutarch","https://coverimages.verbacompete.com/9a7c897c-d11d-50e8-b731-3063c32b9aee.jpg","9780199540051","149805"
"LARSEN","HIST 113B","Hist Of Peloponnesian War (Tr. Warner)","Thucydides","https://coverimages.verbacompete.com/9d0829bb-86a8-51ce-b72b-170d501c082a.jpg","9780140440393","149805"
"LARSEN","HIST 113B","History Greek City States 700-338 Bc","Sealey","https://coverimages.verbacompete.com/36d28618-b81c-52b6-bab1-a522b4bf6c7c.jpg","9780520031777","149805"
"LARSEN","HIST 113B","Last Days Of Socrates (Tr Tredennick)","Plato","https://coverimages.verbacompete.com/15312510-4691-5f43-8a46-a31f9d82b8db.jpg","9780140449280","149805"
"LANGDON","HIST 114B","Annals Of Imperial Rome","Hacker","https://coverimages.verbacompete.com/11ce9d70-6b42-53b4-866a-a203ee2b353c.jpg","9780140440607","149806"
"LANGDON","HIST 114B","Constantine & Conversion Of Europe","Jones","https://coverimages.verbacompete.com/a4a1bf27-688c-5f3f-8927-747af8ed0291.jpg","9780802063694","149806"
"LANGDON","HIST 114B","Crs The Fall Of The Roman Republic & The Course Of Imperial Roman History","Langdon","https://coverimages.verbacompete.com/no_image.jpg","9789891809824","149806"
"LANGDON","HIST 114B","History Of Roman People","Ward","https://coverimages.verbacompete.com/4d89145c-7072-5dbf-9a6b-5d7f20dde942.jpg","9780205846795","149806"
"LANGDON","HIST 114B","Twelve Caesars (Rev W/Intro By Rives)","Suetonius","https://coverimages.verbacompete.com/c8db2903-3d7d-5471-8f84-798e3a3ff177.jpg","9780140455168","149806"
"GOLDMAN","HIST 11B","China ","Ebrey","https://coverimages.verbacompete.com/e331344e-d1a9-59c8-8555-b636c75eda4c.jpg","9780618133871","149814"
"GOLDMAN","HIST 11B","Daily Life In China On Eve Of Mongol Invastion","Gernet","https://coverimages.verbacompete.com/d669bb42-0b67-5dd6-bf51-034da2843f6c.jpg","9780804707206","149814"
"GOLDMAN","HIST 11B","Diary Of A Madman & Other Stories","Hsun","https://coverimages.verbacompete.com/5e70aba5-da02-5030-b287-d9199a42d5bd.jpg","9780824813178","149814"
"GOLDMAN","HIST 11B","Journal Of Wu Yubi","Kelleher","https://coverimages.verbacompete.com/ef8ec42a-66b5-5b94-aa9a-d4254f32b0cb.jpg","9781624660429","149814"
"GOLDMAN","HIST 11B","Li Fengjin","Glosser","https://coverimages.verbacompete.com/8d01b639-0188-5a40-92de-f793eed9767d.jpg","9780977184200","149814"
"GOLDMAN","HIST 11B","Six Records Of A Floating Life","Shen Fu","https://coverimages.verbacompete.com/e71aff3e-099d-5603-95dc-17862c82455c.jpg","9780140444292","149814"
"JACOBY","HIST 121E","All Quiet On Western Front","Remarque","https://coverimages.verbacompete.com/070b13a5-3435-5774-ae8a-bff0991c3211.jpg","9780449213940","149820"
"JACOBY","HIST 121E","End Of European Era 1890-Present","Gilbert","https://coverimages.verbacompete.com/ce69009c-a69d-532c-ac03-19df7f87d143.jpg","9780393930405","149820"
"JACOBY","HIST 121E","Homage To Catalonia","Orwell","https://coverimages.verbacompete.com/52f0e2ee-bafc-5061-ab6a-5ef16ef28a20.jpg","9780544382046","149820"
"JACOBY","HIST 121E","Little Man What Now ?","Fallada","https://coverimages.verbacompete.com/28b9f629-efcd-5b17-95a5-44636c0060eb.jpg","9781933633640","149820"
"JACOBY","HIST 121E","Survival In Auschwitz","Levi","https://coverimages.verbacompete.com/ed171b86-9505-5c93-b8aa-493a8114a97b.jpg","9780684826806","149820"
"JACOBY","HIST 121E","World Of Yesterday","Zweig","https://coverimages.verbacompete.com/a172533c-b5e0-5d3c-b827-e6f571647273.jpg","9780803226616","149820"
"MCBRIDE","HIST 127C","Fur Hat (Trans Brownsberger)","Voinovich","https://coverimages.verbacompete.com/30b0cd17-c2d5-53f1-922e-558b17b9839c.jpg","9780156340304","149821"
"MCBRIDE","HIST 127C","Kolyma Tales","Shalamov","https://coverimages.verbacompete.com/9c8d794b-f1e3-5347-adbe-75167a91a688.jpg","9780140186956","149821"
"MCBRIDE","HIST 127C","Sofia Petrovna","Chukovskaya","https://coverimages.verbacompete.com/6f165aa4-803c-55c5-866b-110d41f97da9.jpg","9780810111509","149821"
"URDANK","HIST 136B","Britons ","Colley","https://coverimages.verbacompete.com/1732200e-1db7-5484-9f11-d1827335cf2f.jpg","9780300152807","149822"
"URDANK","HIST 136B","Bury The Chains","Hochschild","https://coverimages.verbacompete.com/f26e7ea7-9036-52c0-9f9b-e161e9d64842.jpg","9780618619078","149822"
"URDANK","HIST 136B","Crisis Of Empire","Christie","https://coverimages.verbacompete.com/53a82e92-efc7-5059-8b78-d02d1ff41a0f.jpg","9780393096507","149822"
"URDANK","HIST 136B","English Revolution 1688 - 1689","Trevelyan","https://coverimages.verbacompete.com/8c4f024c-cfff-5192-8fe2-7ee60c6689a8.jpg","9780195002638","149822"
"URDANK","HIST 136B","Peoples Of British Isles ","Heyck","https://coverimages.verbacompete.com/e3883091-2ed0-56f8-82a0-b2fb695d98a6.jpg","9780190615529","149822"
"URDANK","HIST 136B","Progress & Poverty","Daunton","https://coverimages.verbacompete.com/6352271a-260d-561c-ac9f-855f837397e3.jpg","9780198222811","149822"
"URDANK","HIST 136B","Wheelwrights Shop","Sturt","https://coverimages.verbacompete.com/5b81c91b-91a2-5405-ae88-9cae8ca359b3.jpg","9781846641411","149822"
"URDANK","HIST 136B","Wheelwrights Shop","Sturt","https://coverimages.verbacompete.com/8e2b3a6b-5ea7-5b6d-8e6b-4a7f07818ad0.jpg","9781443738873","149822"
"YIRUSH","HIST 138B","Birth Of Republic ","Morgan","https://coverimages.verbacompete.com/49086fb8-c019-50ea-82b5-fa01baea78ac.jpg","9780226923420","149823"
"YIRUSH","HIST 138B","Colonies To Nation ","Greene","https://coverimages.verbacompete.com/92802b85-1cd0-527e-bcf4-8ffb669b7d6f.jpg","9780393092295","149823"
"MERANZE","HIST 138C","Andrew Jackson Vs Henry Clay","Watson","https://coverimages.verbacompete.com/ca42ecfd-2f4a-5312-ba1c-9e9ee84cb72c.jpg","9780312112134","149824"
"MERANZE","HIST 138C","Democracy In America","De Tocqueville","https://coverimages.verbacompete.com/9287ef53-6869-59ed-9dcf-0d699cbc8f7e.jpg","9780312463304","149824"
"MERANZE","HIST 138C","Narrative Of Life Of Frederick Douglass","Douglass","https://coverimages.verbacompete.com/4e814fbc-0a78-5485-acd9-1def46348eaf.jpg","9781319048891","149824"
"MERANZE","HIST 138C","Rise Of Amer Democracy","Wilentz","https://coverimages.verbacompete.com/c8f711a5-7b5f-51e8-a36d-5843a6a3cfcf.jpg","9780393931112","149824"
"WAUGH","HIST 139A","Abraham Lincoln & Civil War America","Gienapp","https://coverimages.verbacompete.com/ffbdb384-9e05-5172-b4ca-c66da027bef0.jpg","9780195151008","149825"
"WAUGH","HIST 139A","American War","Gallagher","https://coverimages.verbacompete.com/42447f05-f888-532b-946f-a6ca8a15c0f9.jpg","9780991037537","149825"
"WAUGH","HIST 139A","When Sherman Marched North From The Sea","Campbell","https://coverimages.verbacompete.com/2a8a7ae3-cc86-5a2c-a04b-1f58d10028dd.jpg","9780807856598","149825"
"DUBOIS","HIST 13B","Devil In The White City","Larson","https://coverimages.verbacompete.com/78284fdd-7338-5f86-9e83-735917e0efc1.jpg","9780375725609","149826"
"DUBOIS","HIST 13B","Give Me Liberty (Custom)","Foner","https://coverimages.verbacompete.com/no_image.jpg","9780393621723","149826"
"DUBOIS","HIST 13B","Radical & The Republican","Oakes","https://coverimages.verbacompete.com/2e1c2c7d-dbf6-5d87-8aeb-01d85639b820.jpg","9780393330656","149826"
"YEAGER","HIST 141B","American Business Since 1920","Mccraw","https://coverimages.verbacompete.com/78303d47-e0b9-5d64-b925-a91fbe613606.jpg","9780882952666","149833"
"YEAGER","HIST 141B","Great Convergence","Baldwin","https://coverimages.verbacompete.com/ab1879a7-84ba-5bfc-9402-47d4a5cefa93.jpg","9780674660489","149833"
"YEAGER","HIST 141B","Great Crash","Galbraith","https://coverimages.verbacompete.com/24560005-b469-5e51-80dd-ff1bf8b25633.jpg","9780547248165","149833"
"YEAGER","HIST 141B","History Of American Economy","Walton","https://coverimages.verbacompete.com/f38995b3-10fa-5bf4-857e-6874e0d38de0.jpg","9781111822927","149833"
"YEAGER","HIST 141B","Travels Of A T Shirt In The Global Economy (Rev)","Rivoli","https://coverimages.verbacompete.com/fd84dfdb-2b3e-51e4-a070-acdf70097d92.jpg","9781118950142","149833"
"WILSON","HIST 154","Making A Non-White America","Varzally","https://coverimages.verbacompete.com/8ac34330-e8a3-5d4a-99b3-2341ac156b92.jpg","9780520253452","149834"
"WILSON","HIST 154","Racial Propositions","Hosang","https://coverimages.verbacompete.com/8179eec8-aad8-54c5-b8d6-ca1065b3e171.jpg","9780520266667","149834"
"WILSON","HIST 154","Silicon Valley Women & Calif Dream ","Matthews","https://coverimages.verbacompete.com/2d391a53-a00b-504b-89be-d436f2fceb27.jpg","9780804747967","149834"
"WILSON","HIST 154","Towers Of Gold","Dinkelspiel","https://coverimages.verbacompete.com/cab022ab-d8f2-588b-8313-8c550d986cbf.jpg","9780312355272","149834"
"SUMMERHILL","HIST 161","How Latin America Fell Behind","Haber","https://coverimages.verbacompete.com/9c0bff92-0070-5a3c-9d93-6c2b581a5968.jpg","9780804727389","149835"
"SUMMERHILL","HIST 162A","Brazil ","Skidmore","https://coverimages.verbacompete.com/582bcc3a-0483-52f6-9be4-e8cdf2bf1120.jpg","9780195374551","149836"
"SUMMERHILL","HIST 162A","Brazil ","Reid","https://coverimages.verbacompete.com/a136fd62-2353-5d54-a303-0b63b15120b7.jpg","9780300216974","149836"
"SUMMERHILL","HIST 162A","Child Of The Dark","De Jesus","https://coverimages.verbacompete.com/7a83de9e-95d6-528b-bda0-24f77bbbd5e3.jpg","9780451529107","149836"
"SUMMERHILL","HIST 162A","Vassouras ","Stein","https://coverimages.verbacompete.com/b197e308-53cc-58d1-b9e9-a46b35eb69a8.jpg","9780691022369","149836"
"WORGER","HIST 168B","Born A Crime","Noah","https://coverimages.verbacompete.com/ce3a23ee-2119-5a15-8590-91c4a49f4ac5.jpg","9780399588174","149837"
"WORGER","HIST 168B","Mandela ","Mandela","https://coverimages.verbacompete.com/19c4316e-9367-5b7b-9066-dc3be4e591a2.jpg","9780316550383","149837"
"WORGER","HIST 168B","South Africa","Clark","https://coverimages.verbacompete.com/c66e2d5d-5754-507b-b3e0-8b08cc088f93.jpg","9781138963238","149837"
"LAL","HIST 174B","Intimate Enemy","Nandy","https://coverimages.verbacompete.com/4821fb2d-3659-52ba-b7d6-445d77195746.jpg","9780198062172","149838"
"LAL","HIST 174B","Modern India 1885-1947 (Macmillian India)","Sarkar","https://coverimages.verbacompete.com/0abd6eb7-b168-54d1-a513-80e1899261dd.jpg","9780333904251","149838"
"LAL","HIST 174B","Passage To India","Forster","https://coverimages.verbacompete.com/e1baaecc-d77a-5d4a-878b-726da5702b8c.jpg","9780156711425","149838"
"SALMAN","HIST 176C","Noli Me Tangere (Touch Me Not)","Rizal","https://coverimages.verbacompete.com/f37b988b-89c3-51a8-85d5-8b350d7fd3f0.jpg","9780143039693","149840"
"STAFF","HIST 187C","Christianity In The West","Bossy","https://coverimages.verbacompete.com/bca01a84-b4d2-5ac8-9d33-b96a7a33a242.jpg","9780192891624","149842"
"STAFF","HIST 187C","Historians Craft","Bloch","https://coverimages.verbacompete.com/74d3ef94-9285-5c03-b5d1-d4530a772e01.jpg","9780394705125","149842"
"STAFF","HIST 187C","Reformation","Collinson","https://coverimages.verbacompete.com/9d8000b3-492c-5851-8dfd-46d151eac3c0.jpg","9780812972955","149842"
"STAFF","HIST 187C","Trent & All That","Omalley","https://coverimages.verbacompete.com/75048e29-9326-5b59-a57e-cd8921a99db5.jpg","9780674008137","149842"
"ARON","HIST 187D","Habits Of Empire","Nugent","https://coverimages.verbacompete.com/b7288184-eb77-5431-b12e-a23bf08e89eb.jpg","9781400078189","149843"
"ARON","HIST 187D","Lewis & Clark Among The Indians","Ronda","https://coverimages.verbacompete.com/889a6e84-24fa-5065-96f7-da1d34af0387.jpg","9780803289901","149843"
"ARON","HIST 187D","American West","Aron","https://coverimages.verbacompete.com/f2d269e1-3552-5ce7-805d-abfc4b3c7919.jpg","9780199858934","149843"
"GOLDMAN","HIST 187G","Hankow ","Rowe","https://coverimages.verbacompete.com/9ac6eff9-0899-5cef-a858-0bdfbc705e5f.jpg","9780804721608","149845"
"GOLDMAN","HIST 187G","Opera & The City","Goldman","https://coverimages.verbacompete.com/62d5a57c-2f1b-5bd8-89d2-6d479410f209.jpg","9780804792059","149845"
"GOLDMAN","HIST 187G","Rickshaw Beijing","Strand","https://coverimages.verbacompete.com/b860c594-06c3-514a-b14a-9d39b46aea4a.jpg","9780520082861","149845"
"GOLDMAN","HIST 187G","Shanghai Gone ","Shao","https://coverimages.verbacompete.com/0222c76c-9297-59c4-9932-7f255586dd19.jpg","9781442211322","149845"
"GOLDMAN","HIST 187G","Shanghai Homes","Li","https://coverimages.verbacompete.com/a1921116-a5bc-5c75-8360-b9fc42bba11a.jpg","9780231167178","149845"
"GOLDMAN","HIST 187G","Shanghai Modern","Lee","https://coverimages.verbacompete.com/4c77d66e-caae-5b6a-ac90-a1a64a2dce7f.jpg","9780674805514","149845"
"GOLDMAN","HIST 187G","Taipei ","Allen","https://coverimages.verbacompete.com/ebe91aee-fe1d-5a42-81f2-4b26298c0322.jpg","9780295991269","149845"
"MELLOR","HIST 191A","Augustus & Creation Of Roman Empire","Mellor","https://coverimages.verbacompete.com/50a3f369-e5ad-5d45-a5f6-4abfc9f3ca20.jpg","9780312404697","149847"
"MELLOR","HIST 191A","Roman Hist ","Cassius Dio","https://coverimages.verbacompete.com/ea4fc229-854f-55e7-94ee-d5dc052d9d38.jpg","9780140444483","149847"
"MELLOR","HIST 191A","Roman Revolution","Syme","https://coverimages.verbacompete.com/68dd9e2e-9e5c-5cc3-8868-4e9a9c35ace0.jpg","9780192803207","149847"
"MELLOR","HIST 191A","Cambridge Comp Age Of Augustus","Galinsky","https://coverimages.verbacompete.com/8cc72af6-c24b-5905-a1bc-e7b8b1c3e88e.jpg","9780521003933","149847"
"LANGDON","HIST 1A","Classics Of Western Thought (V1","Gochberg","https://coverimages.verbacompete.com/0d627c34-6b19-5e91-b407-87c0790a19de.jpg","9780155076822","149858"
"LANGDON","HIST 1A","Crs Western Civilization To A.D. 843","Langdon","https://coverimages.verbacompete.com/no_image.jpg","9789891809817","149858"
"LANGDON","HIST 1A","Introduction To Western Civilization (Ch 1-8) Custom","Chambers","https://coverimages.verbacompete.com/no_image.jpg","9781308589862","149858"
"LANGDON","HIST 1A","Life Of Charlemagne","Einhard","https://coverimages.verbacompete.com/f3aac6c6-0e66-5a9c-9bb6-652366732c6d.jpg","9780472060351","149858"
"LANGDON","HIST 1A","Twelve Caesars (Rev W/Intro By Rives)","Suetonius","https://coverimages.verbacompete.com/c8db2903-3d7d-5471-8f84-798e3a3ff177.jpg","9780140455168","149858"
"MCCLENDON","HIST 1B","Chronicles Of Crusades (Tr Smith)","Joinville","https://coverimages.verbacompete.com/1d2a2fea-9a17-5eb2-9470-0761260c706a.jpg","9780140449983","149871"
"MCCLENDON","HIST 1B","Prince (Tr Mansfield)","Machiavelli","https://coverimages.verbacompete.com/8ed0609f-a1a4-5f8d-a697-aaf9ad14c012.jpg","9780226500447","149871"
"MCCLENDON","HIST 1B","Western Civilizations (V1)","Cole","https://coverimages.verbacompete.com/40e274e3-e6ed-5cd6-b31e-2f230b626396.jpg","9780393922141","149871"
"ARON","HIST 204B","Art Of Relevance","Simon","https://coverimages.verbacompete.com/71ebd2ff-640d-5335-ad4d-f3d0622c5b59.jpg","9780692701492","149894"
"ARON","HIST 204B","Brief History Of University Of California","Pelfrey","https://coverimages.verbacompete.com/53bd84a2-20df-5209-912a-dd0235a5d6eb.jpg","9780520243903","149894"
"VON GLAHN","HIST 21","Africas Discovery Of Europe 1450 - 1850","Northrup","https://coverimages.verbacompete.com/63575d95-78f5-5f6e-b124-37514e74c9f2.jpg","9780199941216","149895"
"VON GLAHN","HIST 21","Beowulf (Tr Liuzza)","Anonymous","https://coverimages.verbacompete.com/6afa9567-6394-5d0d-979e-35ac03151dca.jpg","9781554810642","149895"
"VON GLAHN","HIST 21","Crossroads & Cultures W/ Victors & Vanquished","Smith","https://coverimages.verbacompete.com/no_image.jpg","9781319125592","149895"
"STACEY","HIST 229A","Discourses & Other Early Political Writings (Ed Gourevitch)","Rousseau","https://coverimages.verbacompete.com/83a15de0-57af-5708-b44c-d6a75d784896.jpg","9780521424455","149899"
"STACEY","HIST 229A","Early Political Writings","Marx","https://coverimages.verbacompete.com/e8578069-057b-5348-9571-53343da4f161.jpg","9780521349949","149899"
"STACEY","HIST 229A","Later Political Writings (Ed Carver)","Marx","https://coverimages.verbacompete.com/5264f606-3622-5eee-a38b-2a8cad45097c.jpg","9780521367394","149899"
"DUBOIS","HIST 246B","Feminism & Suffrage (W/New Preface)","Du Bois","https://coverimages.verbacompete.com/d3f1fa13-95c5-5a44-959e-31285fa1d5a8.jpg","9780801486418","149900"
"DUBOIS","HIST 246B","Free Soil Free Labor Free Man (Rev)","Foner","https://coverimages.verbacompete.com/df67b017-c92f-59ec-a0bf-ad8c4e8d46ce.jpg","9780195094978","149900"
"DUBOIS","HIST 246B","Home & Work","Boydston","https://coverimages.verbacompete.com/0de78cab-b601-5173-b5e3-03f060b50a99.jpg","9780195085617","149900"
"DUBOIS","HIST 246B","Incorporation Of America (25th Anniv Ed)","Trachtenberg","https://coverimages.verbacompete.com/be0e8c92-0f9f-50d6-a444-3c42ebf67a11.jpg","9780809058280","149900"
"DUBOIS","HIST 246B","Natures Metropolis ","Cronon","https://coverimages.verbacompete.com/4404b72a-7bad-5a76-8057-4d17f4795ce9.jpg","9780393308730","149900"
"DUBOIS","HIST 246B","Soul By Soul ","Johnson","https://coverimages.verbacompete.com/2e970608-0a6b-5964-b0be-c073f543fc0c.jpg","9780674005396","149900"
"DUBOIS","HIST 246B","Whiteness Of A Different Color","Jacobson","https://coverimages.verbacompete.com/61b273d9-33a9-55c7-83b0-a60d47831d96.jpg","9780674951914","149900"
"DUBOIS","HIST 246B","Wicked War","Greenberg","https://coverimages.verbacompete.com/7dd71d94-951b-51ab-9420-d11853e30320.jpg","9780307475992","149900"
"DUBOIS","HIST 246B","Inheriting The Revolution ","Appleby","https://coverimages.verbacompete.com/bfb76cb2-0d40-5ec4-bb2f-84226ab9b093.jpg","9780674006638","149900"
"DUBOIS","HIST 246B","Nation Under Our Feet","Hahn","https://coverimages.verbacompete.com/38b40a69-8e8c-5b98-8460-58b5728ed4b7.jpg","9780674017658","149900"
"KELLEY","HIST 256A","Black Marxism","Robinson","https://coverimages.verbacompete.com/6f16caeb-8af6-50f7-a51a-4dc379803d2b.jpg","9780807848296","149901"
"KELLEY","HIST 256A","Forgeries Of Memory & Meaning","Robinson","https://coverimages.verbacompete.com/e0e39654-61c6-5ac0-8ab5-5ff6283c36c2.jpg","9780807858417","149901"
"APTER","HIST 275B","Sources & Methods In African History","Falola","https://coverimages.verbacompete.com/ce7bc2bb-69eb-52eb-b835-e12983aaf803.jpg","9781580461405","149902"
"FRANK JR","HIST 3D","Greatest Benefit To Mankind","Porter","https://coverimages.verbacompete.com/9b253168-06eb-5669-ba98-9ec46fc707e0.jpg","9780393319804","149918"
"STEIN","HIST 5","Maus (Set Of Vol 1 & 2)","Spiegelman","https://coverimages.verbacompete.com/d6e5e50a-63fc-5d8a-a72a-27dc628a0eb7.jpg","9780679748403","149926"
"STEIN","HIST 5","Neighbors","Gross","https://coverimages.verbacompete.com/c3ace7f6-32c1-59b9-bc6f-8cdb3405cf25.jpg","9780142002407","149926"
"STEIN","HIST 5","Ordinary Men","Browning","https://coverimages.verbacompete.com/52cc812b-2f97-5402-ae8d-cb3a88715faa.jpg","9780060995065","149926"
"STEIN","HIST 5","Survival In Auschwitz","Levi","https://coverimages.verbacompete.com/ed171b86-9505-5c93-b8aa-493a8114a97b.jpg","9780684826806","149926"
"DERBY","HIST 8B","Insurgent Mexico","Reed","https://coverimages.verbacompete.com/bbeaf030-ee04-5f4f-b2ad-4fa7d3a2509d.jpg","9780717800995","149936"
"DERBY","HIST 8B","Latin America ","Charlip","https://coverimages.verbacompete.com/28d4168e-d7ee-5031-ab40-abee1fa4e39b.jpg","9780205982264","149936"
"DERBY","HIST 8B","Old Rosa & Brightest Star","Arenas","https://coverimages.verbacompete.com/c7cb0925-a3c6-5d96-aa1c-1b7fa999883a.jpg","9780802134066","149936"
"DERBY","HIST 8B","Problems In Modern Latin American History","Wood","https://coverimages.verbacompete.com/6332296d-f98a-51b9-a3bd-e554c84638ab.jpg","9781442218604","149936"
"DERBY","HIST 8B","Latin American Popular Culture","Beezley","https://coverimages.verbacompete.com/6ce1ad75-4dbc-59be-b339-1c5a0d25a48f.jpg","9781442212558","149936"
"DERBY","HIST 8B","Students Guide To History","Benjamin","https://coverimages.verbacompete.com/f337c497-a315-523d-9aeb-c0ba921af660.jpg","9781319027513","149936"
"GORDANIER","HIST 96W","Cinderellas Sisters","Ko","https://coverimages.verbacompete.com/433ea21f-11a8-5ebd-809c-5143af559a90.jpg","9780520253902","149945"
"GORDANIER","HIST 96W","Talented Women Of Zhang Family","Mann","https://coverimages.verbacompete.com/cd0fc2d7-b8f9-58ec-8d60-7d591158cd02.jpg","9780520250901","149945"
"GORDANIER","HIST 96W","Disgraceful Matters","Theiss","https://coverimages.verbacompete.com/9a451600-0dee-5928-95c8-f74091625558.jpg","9780520240339","149945"
"NASIALI","HIST 97C","French Revolution & Human Rights","Hunt","https://coverimages.verbacompete.com/27a34f4f-81c5-5df5-b287-5b70c38e5980.jpg","9781319049034","149948"
"JACOBY","HIST 97C","How Idea Religious Toleration Came To West","Zagorin","https://coverimages.verbacompete.com/e6e62011-a7c1-5f91-942c-ec7b0d994792.jpg","9780691121420","149949"
"JACOBY","HIST 97C","Murder In Amsterdam","Buruma","https://coverimages.verbacompete.com/7fea78c3-d826-54cc-84b6-0bf7bc581643.jpg","9780143112365","149949"
"JACOBY","HIST 97C","On Liberty","Mill","https://coverimages.verbacompete.com/5aecee1e-af97-516e-bf47-d10736493500.jpg","9780141441474","149949"
"JACOBY","HIST 97C","Treatise On Toleration & Other Essays (Tr Mccabe)","Voltaire","https://coverimages.verbacompete.com/720780f3-3f64-5e59-a039-3549a646f591.jpg","9780879758813","149949"
"WAUGH","HIST 97D","American War","Gallagher","https://coverimages.verbacompete.com/42447f05-f888-532b-946f-a6ca8a15c0f9.jpg","9780991037537","149951"
"SALMAN","HIST 97D","American Commodities In Age Of Empire","Domosh","https://coverimages.verbacompete.com/d1fe0764-40fd-5011-b7e3-6a8f9d985072.jpg","9780415945721","149952"
"SALMAN","HIST 97D","Barbarian Virtues","Jacobson","https://coverimages.verbacompete.com/4531c43e-1c04-5ab7-9046-8edfe4207175.jpg","9780809016280","149952"
"SALMAN","HIST 97D","Dr Livingston I Presume ","Pettitt","https://coverimages.verbacompete.com/2a89f248-e081-5e48-a5e0-70da519e4a45.jpg","9780674024878","149952"
"SALMAN","HIST 97D","Reading National Geographic","Lutz","https://coverimages.verbacompete.com/947380b2-092e-53ba-8c63-7f674522422c.jpg","9780226497242","149952"
"SALMAN","HIST 97D","Tarzan Of The Apes (Tr Gore) (Afterwd Meyer)","Burroughs","https://coverimages.verbacompete.com/692388cb-a4f3-55b9-978a-f58fa312a678.jpg","9780451531025","149952"
"DERBY","HIST 97E","Brief History Of Central America","Perez Brignol","https://coverimages.verbacompete.com/1df226e9-44d5-5e2d-afe6-088b438ab1f0.jpg","9780520068322","149953"
"VON GLAHN","HIST 97G","Chinese Femme Fatale ","Mclaren","https://coverimages.verbacompete.com/45f2bbd2-eb38-5af9-b755-5476eca4a82f.jpg","9780646149240","149954"
"VON GLAHN","HIST 97G","Peony Pavilion (Ed Birch)","Tang Xianzu","https://coverimages.verbacompete.com/0fe0eba4-fd3e-5658-a2d6-db24c6f62782.jpg","9780253215277","149954"
"VON GLAHN","HIST 97G","Six Records Of A Floating Life","Shen Fu","https://coverimages.verbacompete.com/e71aff3e-099d-5603-95dc-17862c82455c.jpg","9780140444292","149954"
"VON GLAHN","HIST 97G","Story Of The Western Wing","Shifu","https://coverimages.verbacompete.com/aee44c67-c48f-5fa9-8108-9a0304e5e1dd.jpg","9780520201842","149954"
"VON GLAHN","HIST 97G","Teachers Of The Inner Chamber","Ko","https://coverimages.verbacompete.com/85bacd06-7cff-5e1a-82cd-49f2d14d2851.jpg","9780804723596","149954"
"HIRANO","HIST 9C","Sources Of Japanese Tradition (V1)","Debary","https://coverimages.verbacompete.com/42bdea33-0c16-590e-a2f3-fc2dcd371c1c.jpg","9780231121392","149955"
"HIRANO","HIST 9C","Sources Of Japanese Tradition (V2) (Abridged Pt 2) (2nd)","Debary","https://coverimages.verbacompete.com/173d1085-c0a4-51a7-8aaa-fec05af85189.jpg","9780231139199","149955"
"TROCHE","HIST M103B","History Ancient Egypt","Van De Mieroop","https://coverimages.verbacompete.com/98224147-823a-5240-827c-ba9f43b78357.jpg","9781405160711","149968"
"TROCHE","HIST M103B","Literature Of Ancient Egypt","Simpson","https://coverimages.verbacompete.com/9b41f6e6-5fa0-54f6-9030-829d40bdd5b3.jpg","9780300099201","149968"
"SILVERMAN","HIST M122E","Age Of Capital","Hobsbawm","https://coverimages.verbacompete.com/b7cbafcd-04d1-52aa-9a35-0441be645e8b.jpg","9780679772545","149979"
"SILVERMAN","HIST M122E","Age Of Revolution 1789 - 1848","Hobsbawm","https://coverimages.verbacompete.com/b89e9f97-24f9-5f4a-899e-715ba9ddeee3.jpg","9780679772538","149979"
"SILVERMAN","HIST M122E","Culture & Society (2nd) ","Williams","https://coverimages.verbacompete.com/638e24dc-bd3b-56e4-8141-c8c9b7fe0dd2.jpg","9780231057011","149979"
